0,0,0.0165972,0.47561,0.272738,0.272738,0.272738
1,0,0.00676183,0.660585,0.0909092,0.272738,0.272738
1,1,0.00676183,0.660585,0.0909092,0.272738,0.272738
1,2,0.00676183,0.660585,0.272738,0.0909092,0.272738
1,3,0.00676183,0.660585,0.272738,0.0909092,0.272738
1,4,0.00676183,0.660585,0.272738,0.272738,0.0909092
1,5,0.00676183,0.660585,0.272738,0.272738,0.0909092
2,0,0.00676183,0.660585,0.0909092,0.272738,0.272738
2,1,0,0.867828,0,0,0.272738
2,2,0,0.791188,0,0.0909092,0.272738
2,3,0,0.791188,0.0909092,0.272738,0
2,4,0,0.791188,0.0909092,0,0.272738
2,5,0,0.867828,0,0.272738,0
2,6,0,0.791188,0,0.272738,0.0909092
2,7,0.00676183,0.660585,0.272738,0.0909092,0.272738
2,8,0,0.791188,0.272738,0.0909092,0
2,9,0,0.791188,0.272738,0,0.0909092
2,10,0,0.867828,0.272738,0,0
2,11,0.00676183,0.660585,0.272738,0.272738,0.0909092
3,0,0,0.776912,0,0,0.272738
3,1,0,0.776912,0,0.272738,0
3,2,0,0.776912,0,0,0.272738
3,3,0,0.818238,0,0,0
3,4,0,0.818238,0,0,0
3,5,0,0.776912,0,0.272738,0
3,6,0,0.776912,0.272738,0,0
3,7,0,0.776912,0.272738,0,0
0,0,0.0202855,0.602251,0.272738,0.272738,0.272738
1,0,0.0202855,0.676569,0.272738,0.272738,0.272738
1,1,0.0202855,0.676569,0.272738,0.272738,0.272738
1,2,0.0202855,0.676569,0.272738,0.272738,0.272738
1,3,0.0202855,0.676569,0.272738,0.272738,0.272738
1,4,0.0202855,0.676569,0.272738,0.272738,0.272738
1,5,0.0202855,0.676569,0.272738,0.272738,0.272738
2,0,0.0202855,0.676569,0.272738,0.272738,0.272738
2,1,0,0.867828,0,0,0.272738
2,2,0,0.807718,0,0.272738,0.272738
2,3,0,0.807718,0.272738,0.272738,0
2,4,0,0.807718,0.272738,0,0.272738
2,5,0,0.867828,0,0.272738,0
2,6,0,0.807718,0,0.272738,0.272738
2,7,0.0202855,0.676569,0.272738,0.272738,0.272738
2,8,0,0.807718,0.272738,0.272738,0
2,9,0,0.807718,0.272738,0,0.272738
2,10,0,0.867828,0.272738,0,0
2,11,0.0202855,0.676569,0.272738,0.272738,0.272738
3,0,0,0.801707,0,0,0.272738
3,1,0,0.801707,0,0.272738,0
3,2,0,0.801707,0,0,0.272738
3,3,0,0.818238,0,0,0
3,4,0,0.818238,0,0,0
3,5,0,0.801707,0,0.272738,0
3,6,0,0.801707,0.272738,0,0
3,7,0,0.801707,0.272738,0,0
0,0,0.0202855,0.602251,0.272738,0.272738,0.272738
1,0,0.0202855,0.676569,0.272738,0.272738,0.272738
1,1,0.0202855,0.676569,0.272738,0.272738,0.272738
1,2,0.0202855,0.676569,0.272738,0.272738,0.272738
1,3,0.0202855,0.676569,0.272738,0.272738,0.272738
1,4,0.0202855,0.676569,0.272738,0.272738,0.272738
1,5,0.0202855,0.676569,0.272738,0.272738,0.272738
2,0,0.0202855,0.676569,0.272738,0.272738,0.272738
2,1,0.00225394,0.726843,0.0909092,0.0909092,0.272738
2,2,0.0202855,0.676569,0.272738,0.272738,0.272738
2,3,0.0202855,0.676569,0.272738,0.272738,0.272738
2,4,0.0202855,0.676569,0.272738,0.272738,0.272738
2,5,0.00225394,0.726843,0.0909092,0.272738,0.0909092
2,6,0.0202855,0.676569,0.272738,0.272738,0.272738
2,7,0.0202855,0.676569,0.272738,0.272738,0.272738
2,8,0.0202855,0.676569,0.272738,0.272738,0.272738
2,9,0.0202855,0.676569,0.272738,0.272738,0.272738
2,10,0.00225394,0.726843,0.272738,0.0909092,0.0909092
2,11,0.0202855,0.676569,0.272738,0.272738,0.272738
3,0,0.0202855,0.676569,0.272738,0.272738,0.272738
3,1,0.0202855,0.676569,0.272738,0.272738,0.272738
3,2,0.0202855,0.676569,0.272738,0.272738,0.272738
3,3,0.000751315,0.658536,0.0909092,0.0909092,0.0909092
3,4,0.000751315,0.658536,0.0909092,0.0909092,0.0909092
3,5,0.0202855,0.676569,0.272738,0.272738,0.272738
3,6,0.0202855,0.676569,0.272738,0.272738,0.272738
3,7,0.0202855,0.676569,0.272738,0.272738,0.272738
0,0,0.0202855,0.602251,0.272738,0.272738,0.272738
1,0,0.0202855,0.676569,0.272738,0.272738,0.272738
1,1,0.0202855,0.676569,0.272738,0.272738,0.272738
1,2,0.0202855,0.676569,0.272738,0.272738,0.272738
1,3,0.0202855,0.676569,0.272738,0.272738,0.272738
1,4,0.0202855,0.676569,0.272738,0.272738,0.272738
1,5,0.0202855,0.676569,0.272738,0.272738,0.272738
2,0,0.0202855,0.676569,0.272738,0.272738,0.272738
2,1,0,1.00007,0,0,0.272738
2,2,0,0.903894,0,0.272738,0.272738
2,3,0,0.903894,0.272738,0.272738,0
2,4,0,0.903894,0.272738,0,0.272738
2,5,0,1.00007,0,0.272738,0
2,6,0,0.903894,0,0.272738,0.272738
2,7,0.0202855,0.676569,0.272738,0.272738,0.272738
2,8,0,0.903894,0.272738,0.272738,0
2,9,0,0.903894,0.272738,0,0.272738
2,10,0,1.00007,0.272738,0,0
2,11,0.0202855,0.676569,0.272738,0.272738,0.272738
3,0,0,0.933949,0,0,0.272738
3,1,0,0.933949,0,0.272738,0
3,2,0,0.933949,0,0,0.272738
3,3,0,1.00007,0,0,0
3,4,0,1.00007,0,0,0
3,5,0,0.933949,0,0.272738,0
3,6,0,0.933949,0.272738,0,0
3,7,0,0.933949,0.272738,0,0
0,0,0.0202855,0.602251,0.272738,0.272738,0.272738
1,0,0.0202855,0.676569,0.272738,0.272738,0.272738
1,1,0.0202855,0.676569,0.272738,0.272738,0.272738
1,2,0.0202855,0.676569,0.272738,0.272738,0.272738
1,3,0.0202855,0.676569,0.272738,0.272738,0.272738
1,4,0.0202855,0.676569,0.272738,0.272738,0.272738
1,5,0.0202855,0.676569,0.272738,0.272738,0.272738
2,0,0.0202855,0.676569,0.272738,0.272738,0.272738
2,1,0,0.867828,0,0,0.272738
2,2,0,0.807718,0,0.272738,0.272738
2,3,0,0.807718,0.272738,0.272738,0
2,4,0,0.807718,0.272738,0,0.272738
2,5,0,0.867828,0,0.272738,0
2,6,0,0.807718,0,0.272738,0.272738
2,7,0.0202855,0.676569,0.272738,0.272738,0.272738
2,8,0,0.807718,0.272738,0.272738,0
2,9,0,0.807718,0.272738,0,0.272738
2,10,0,0.867828,0.272738,0,0
2,11,0.0202855,0.676569,0.272738,0.272738,0.272738
3,0,0,0.801707,0,0,0.272738
3,1,0,0.801707,0,0.272738,0
3,2,0,0.801707,0,0,0.272738
3,3,0,0.909154,0,0,0
3,4,0,0.909154,0,0,0
3,5,0,0.801707,0,0.272738,0
3,6,0,0.801707,0.272738,0,0
3,7,0,0.801707,0.272738,0,0
0,0,0.0480841,0.629506,0.363655,0.363655,0.363655
1,0,0.0601052,0.609697,0.454571,0.363655,0.363655
1,1,0.0601052,0.609697,0.454571,0.363655,0.363655
1,2,0.0601052,0.609697,0.363655,0.454571,0.363655
1,3,0.0601052,0.609697,0.363655,0.454571,0.363655
1,4,0.0601052,0.609697,0.363655,0.363655,0.454571
1,5,0.0601052,0.609697,0.363655,0.363655,0.454571
2,0,0.0601052,0.609697,0.454571,0.363655,0.363655
2,1,0.132231,0.247943,1.00007,1.00007,0.363655
2,2,0.0901578,0.605461,0.545488,0.454571,0.363655
2,3,0.0901578,0.605461,0.454571,0.363655,0.545488
2,4,0.0901578,0.605461,0.454571,0.545488,0.363655
2,5,0.132231,0.247943,1.00007,0.363655,1.00007
2,6,0.0901578,0.605461,0.545488,0.363655,0.454571
2,7,0.0601052,0.609697,0.363655,0.454571,0.363655
2,8,0.0901578,0.605461,0.363655,0.454571,0.545488
2,9,0.0901578,0.605461,0.363655,0.545488,0.454571
2,10,0.132231,0.247943,0.363655,1.00007,1.00007
2,11,0.0601052,0.609697,0.363655,0.363655,0.454571
3,0,0.137696,0.50546,0.636405,0.727321,0.363655
3,1,0.137696,0.50546,0.636405,0.363655,0.727321
3,2,0.137696,0.50546,0.727321,0.636405,0.363655
3,3,0.363636,0.363655,1.00007,1.00007,1.00007
3,4,0.363636,0.363655,1.00007,1.00007,1.00007
